RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;RefPric;TradQty;FinInstrmQty
2020-07-16;BGIN20;BRBMEFBGI5L8;AGRIBUSINESS;217,65;218;217,93;218;218;;8;16
2020-07-16;BGIV20;BRBMEFBGI5F0;AGRIBUSINESS;216,3;216,5;216,46;216,5;216,4;;10;30
2020-07-16;CCMU20;BRBMEFCCP1Y4;AGRIBUSINESS;46,7;46,99;46,84;46,83;46,9;;62;127
2020-07-16;CCMX20;BRBMEFCCP239;AGRIBUSINESS;48,3;48,35;48,3;48,3;48,31;;13;38
2020-07-16;ETHF21;BRBMEFETH3G6;AGRIBUSINESS;1880;1880;1880;1880;1887,5;;4;50
2020-07-16;ETHG21;BRBMEFETH3L6;AGRIBUSINESS;1890;1890;1890;1890;1895;;4;50
2020-07-16;ETHV20;BRBMEFETH3I2;AGRIBUSINESS;1834;1834;1834;1834;1815;;1;7
2020-07-16;ICFU20;BRBMEFICF2G5;AGRIBUSINESS;103,85;104,9;104,33;104,9;104,3;;5;5
2020-07-16;ICFZ20;BRBMEFICF2D2;AGRIBUSINESS;105,75;107;106,37;106,9;106,5;;10;19
2020-07-16;ABEV3;BRABEVACNOR1;CASH;;;13,99;;;;138;86000
2020-07-16;ABEV3F;BRABEVACNOR1;ODD LOT;;;14,02;;;;136;1598
2020-07-16;ALPA4;BRALPAACNPR7;CASH;;;29,04;;;;3;1100
2020-07-16;ALPA4F;BRALPAACNPR7;ODD LOT;;;29,09;;;;2;6
2020-07-16;ALSO3;BRALSOACNOR5;CASH;;;29,33;;;;2;600
2020-07-16;ALSO3F;BRALSOACNOR5;ODD LOT;;;29,51;;;;1;50
2020-07-16;AZUL4;BRAZULACNPR4;CASH;;;22,05;;;;296;188500
2020-07-16;AZUL4F;BRAZULACNPR4;ODD LOT;;;22,06;;;;110;2341
2020-07-16;B3SA3;BRB3SAACNOR6;CASH;;;61,47;;;;51;18200
2020-07-16;B3SA3F;BRB3SAACNOR6;ODD LOT;;;61,47;;;;37;266
2020-07-16;BBAS3;BRBBASACNOR3;CASH;;;34,38;;;;138;59800
2020-07-16;BBAS3F;BRBBASACNOR3;ODD LOT;;;34,40;;;;82;1616
2020-07-16;BBDC3;BRBBDCACNOR1;CASH;;;20,42;;;;66;22300
2020-07-16;BBDC3F;BRBBDCACNOR1;ODD LOT;;;20,43;;;;16;232
2020-07-16;BBDC4;BRBBDCACNPR8;CASH;;;22,32;;;;268;278000
2020-07-16;BBDC4F;BRBBDCACNPR8;ODD LOT;;;22,32;;;;87;1155
2020-07-16;BBSE3;BRBBSEACNOR5;CASH;;;27,46;;;;16;2700
2020-07-16;BBSE3F;BRBBSEACNOR5;ODD LOT;;;27,47;;;;70;868
2020-07-16;BEEF3;BRBEEFACNOR6;CASH;;;13,69;;;;190;118700
2020-07-16;BEEF3F;BRBEEFACNOR6;ODD LOT;;;13,70;;;;50;1098
2020-07-16;BIDI11;BRBIDICDAXX3;CASH;;;50,45;;;;13;5700
2020-07-16;BIDI11F;BRBIDICDAXX3;ODD LOT;;;50,25;;;;7;33
2020-07-16;BPAC11;BRBPACUNT006;CASH;;;86,46;;;;47;31800
2020-07-16;BPAC11F;BRBPACUNT006;ODD LOT;;;86,43;;;;14;201
2020-07-16;BPAN4;BRBPANACNPR1;CASH;;;10,06;;;;57;23500
2020-07-16;BPAN4F;BRBPANACNPR1;ODD LOT;;;10,08;;;;25;370
2020-07-16;BRAP4;BRBRAPACNPR2;CASH;;;40,09;;;;5;1900
2020-07-16;BRAP4F;BRBRAPACNPR2;ODD LOT;;;40,21;;;;1;6
2020-07-16;BRDT3;BRBRDTACNOR1;CASH;;;22,39;;;;19;5000
2020-07-16;BRDT3F;BRBRDTACNOR1;ODD LOT;;;22,41;;;;20;300
2020-07-16;BRFS3;BRBRFSACNOR8;CASH;;;20,17;;;;83;62900
2020-07-16;BRFS3F;BRBRFSACNOR8;ODD LOT;;;20,19;;;;34;661
2020-07-16;BRKM5;BRBRKMACNPA4;CASH;;;24,24;;;;31;11400
2020-07-16;BRKM5F;BRBRKMACNPA4;ODD LOT;;;24,25;;;;5;12
2020-07-16;BRML3;BRBRMLACNOR9;CASH;;;11,06;;;;46;22000
2020-07-16;BRML3F;BRBRMLACNOR9;ODD LOT;;;11,04;;;;17;312
2020-07-16;BRSR6;BRBRSRACNPB4;CASH;;;14,91;;;;48;17200
2020-07-16;BRSR6F;BRBRSRACNPB4;ODD LOT;;;14,92;;;;22;415
2020-07-16;BTOW3;BRBTOWACNOR8;CASH;;;110,70;;;;76;14900
2020-07-16;BTOW3F;BRBTOWACNOR8;ODD LOT;;;110,75;;;;80;451
2020-07-16;CCRO3;BRCCROACNOR2;CASH;;;14,39;;;;69;28800
2020-07-16;CCRO3F;BRCCROACNOR2;ODD LOT;;;14,40;;;;10;122
2020-07-16;CESP6;BRCESPACNPB4;CASH;;;29,25;;;;6;2500
2020-07-16;CESP6F;BRCESPACNPB4;ODD LOT;;;29,09;;;;1;10
2020-07-16;CIEL3;BRCIELACNOR3;CASH;;;4,82;;;;289;438200
2020-07-16;CIEL3F;BRCIELACNOR3;ODD LOT;;;4,82;;;;122;2186
2020-07-16;CMIG4;BRCMIGACNPR3;CASH;;;11,25;;;;41;64600
2020-07-16;CMIG4F;BRCMIGACNPR3;ODD LOT;;;11,27;;;;18;319
2020-07-16;COGN3;BRCOGNACNOR2;CASH;;;9,22;;;;462;688400
2020-07-16;COGN3F;BRCOGNACNOR2;ODD LOT;;;9,22;;;;142;2524
2020-07-16;CPFE3;BRCPFEACNOR0;CASH;;;30,28;;;;9;1200
2020-07-16;CPFE3F;BRCPFEACNOR0;ODD LOT;;;30,32;;;;6;28
2020-07-16;CPLE6;BRCPLEACNPB9;CASH;;;61,38;;;;2;300
2020-07-16;CPLE6F;BRCPLEACNPB9;ODD LOT;;;61,25;;;;8;58
2020-07-16;CRFB3;BRCRFBACNOR2;CASH;;;19,49;;;;27;9700
2020-07-16;CRFB3F;BRCRFBACNOR2;ODD LOT;;;19,51;;;;7;145
2020-07-16;CSAN3;BRCSANACNOR6;CASH;;;77,77;;;;7;2000
2020-07-16;CSAN3F;BRCSANACNOR6;ODD LOT;;;77,75;;;;7;69
2020-07-16;CSMG3;BRCSMGACNOR5;CASH;;;56,72;;;;26;7200
2020-07-16;CSMG3F;BRCSMGACNOR5;ODD LOT;;;56,64;;;;6;119
2020-07-16;CSNA3;BRCSNAACNOR6;CASH;;;11,69;;;;85;55600
2020-07-16;CSNA3F;BRCSNAACNOR6;ODD LOT;;;11,70;;;;31;594
2020-07-16;CVCB3;BRCVCBACNOR1;CASH;;;22,10;;;;112;48500
2020-07-16;CVCB3F;BRCVCBACNOR1;ODD LOT;;;22,08;;;;121;2316
2020-07-16;CYRE3;BRCYREACNOR7;CASH;;;26,15;;;;68;20900
2020-07-16;CYRE3F;BRCYREACNOR7;ODD LOT;;;26,19;;;;28;499
2020-07-16;DTEX3;BRDTEXACNOR3;CASH;;;15,02;;;;12;11100
2020-07-16;DTEX3F;BRDTEXACNOR3;ODD LOT;;;15,09;;;;5;100
2020-07-16;ECOR3;BRECORACNOR8;CASH;;;13,65;;;;75;30100
2020-07-16;ECOR3F;BRECORACNOR8;ODD LOT;;;13,68;;;;21;439
2020-07-16;EGIE3;BREGIEACNOR9;CASH;;;43,11;;;;24;4800
2020-07-16;EGIE3F;BREGIEACNOR9;ODD LOT;;;43,17;;;;41;640
2020-07-16;ELET3;BRELETACNOR6;CASH;;;35,40;;;;55;18600
2020-07-16;ELET3F;BRELETACNOR6;ODD LOT;;;35,30;;;;15;197
2020-07-16;ELET6;BRELETACNPB7;CASH;;;36,50;;;;38;13600
2020-07-16;ELET6F;BRELETACNPB7;ODD LOT;;;36,49;;;;7;103
2020-07-16;EMBR3;BREMBRACNOR4;CASH;;;8,28;;;;374;325000
2020-07-16;EMBR3F;BREMBRACNOR4;ODD LOT;;;8,29;;;;148;2877
2020-07-16;ENBR3;BRENBRACNOR2;CASH;;;17,56;;;;38;8500
2020-07-16;ENBR3F;BRENBRACNOR2;ODD LOT;;;17,57;;;;28;398
2020-07-16;ENEV3;BRENEVACNOR8;CASH;;;50,50;;;;11;1600
2020-07-16;ENEV3F;BRENEVACNOR8;ODD LOT;;;50,36;;;;7;87
2020-07-16;ENGI11;BRENGICDAM16;CASH;;;46,25;;;;6;1600
2020-07-16;ENGI11F;BRENGICDAM16;ODD LOT;;;46,66;;;;4;62
2020-07-16;EQTL3;BREQTLACNOR0;CASH;;;24,43;;;;29;6300
2020-07-16;EQTL3F;BREQTLACNOR0;ODD LOT;;;24,49;;;;17;152
2020-07-16;EZTC3;BREZTCACNOR0;CASH;;;40,33;;;;60;27500
2020-07-16;EZTC3F;BREZTCACNOR0;ODD LOT;;;40,28;;;;13;177
2020-07-16;FLRY3;BRFLRYACNOR5;CASH;;;25,82;;;;34;10100
2020-07-16;FLRY3F;BRFLRYACNOR5;ODD LOT;;;25,89;;;;69;1052
2020-07-16;GGBR4;BRGGBRACNPR8;CASH;;;16,24;;;;141;77100
2020-07-16;GGBR4F;BRGGBRACNPR8;ODD LOT;;;16,24;;;;27;318
2020-07-16;GNDI3;BRGNDIACNOR2;CASH;;;63,07;;;;4;1000
2020-07-16;GNDI3F;BRGNDIACNOR2;ODD LOT;;;63,16;;;;6;28
2020-07-16;GOAU4;BRGOAUACNPR8;CASH;;;7,54;;;;90;72400
2020-07-16;GOAU4F;BRGOAUACNPR8;ODD LOT;;;7,55;;;;24;339
2020-07-16;GOLL4;BRGOLLACNPR4;CASH;;;21,08;;;;395;263400
2020-07-16;GOLL4F;BRGOLLACNPR4;ODD LOT;;;21,10;;;;94;1771
2020-07-16;HAPV3;BRHAPVACNOR4;CASH;;;61,32;;;;9;5300
2020-07-16;HAPV3F;BRHAPVACNOR4;ODD LOT;;;61,31;;;;3;25
2020-07-16;HGTX3;BRHGTXACNOR9;CASH;;;15,39;;;;72;29400
2020-07-16;HGTX3F;BRHGTXACNOR9;ODD LOT;;;15,38;;;;27;430
2020-07-16;HYPE3;BRHYPEACNOR0;CASH;;;32,39;;;;26;8100
2020-07-16;HYPE3F;BRHYPEACNOR0;ODD LOT;;;32,41;;;;17;199
2020-07-16;IGTA3;BRIGTAACNOR5;CASH;;;35,28;;;;10;1400
2020-07-16;IGTA3F;BRIGTAACNOR5;ODD LOT;;;35,32;;;;13;137
2020-07-16;IRBR3;BRIRBRACNOR4;CASH;;;8,96;;;;464;502900
2020-07-16;IRBR3F;BRIRBRACNOR4;ODD LOT;;;8,97;;;;287;6138
2020-07-16;ITSA4;BRITSAACNPR7;CASH;;;10,16;;;;220;177100
2020-07-16;ITSA4F;BRITSAACNPR7;ODD LOT;;;10,16;;;;224;2738
2020-07-16;ITUB4;BRITUBACNPR1;CASH;;;27,00;;;;163;133700
2020-07-16;ITUB4F;BRITUBACNPR1;ODD LOT;;;27,01;;;;56;856
2020-07-16;JBSS3;BRJBSSACNOR8;CASH;;;21,44;;;;271;240300
2020-07-16;JBSS3F;BRJBSSACNOR8;ODD LOT;;;21,47;;;;46;630
2020-07-16;KLBN11;BRKLBNCDAM18;CASH;;;20,66;;;;21;14200
2020-07-16;KLBN11F;BRKLBNCDAM18;ODD LOT;;;20,67;;;;14;77
2020-07-16;LAME4;BRLAMEACNPR6;CASH;;;34,80;;;;58;47800
2020-07-16;LAME4F;BRLAMEACNPR6;ODD LOT;;;34,82;;;;23;419
2020-07-16;LCAM3;BRLCAMACNOR3;CASH;;;17,93;;;;6;3700
2020-07-16;LCAM3F;BRLCAMACNOR3;ODD LOT;;;17,89;;;;7;227
2020-07-16;LIGT3;BRLIGTACNOR2;CASH;;;18,23;;;;12;4700
2020-07-16;LIGT3F;BRLIGTACNOR2;ODD LOT;;;18,20;;;;2;80
2020-07-16;LINX3;BRLINXACNOR0;CASH;;;25,07;;;;54;18900
2020-07-16;LINX3F;BRLINXACNOR0;ODD LOT;;;25,06;;;;21;287
2020-07-16;LREN3;BRLRENACNOR1;CASH;;;41,61;;;;64;15100
2020-07-16;LREN3F;BRLRENACNOR1;ODD LOT;;;41,60;;;;28;334
2020-07-16;MDIA3;BRMDIAACNOR7;CASH;;;39,44;;;;3;400
2020-07-16;MDIA3F;BRMDIAACNOR7;ODD LOT;;;39,49;;;;6;95
2020-07-16;MGLU3;BRMGLUACNOR2;CASH;;;80,10;;;;258;102500
2020-07-16;MGLU3F;BRMGLUACNOR2;ODD LOT;;;80,08;;;;207;2855
2020-07-16;MOVI3;BRMOVIACNOR0;CASH;;;15,15;;;;31;51500
2020-07-16;MOVI3F;BRMOVIACNOR0;ODD LOT;;;15,16;;;;11;192
2020-07-16;MRFG3;BRMRFGACNOR0;CASH;;;13,43;;;;125;74700
2020-07-16;MRFG3F;BRMRFGACNOR0;ODD LOT;;;13,43;;;;30;620
2020-07-16;MRVE3;BRMRVEACNOR2;CASH;;;20,75;;;;44;20700
2020-07-16;MRVE3F;BRMRVEACNOR2;ODD LOT;;;20,75;;;;39;554
2020-07-16;MULT3;BRMULTACNOR5;CASH;;;22,57;;;;13;3400
2020-07-16;MULT3F;BRMULTACNOR5;ODD LOT;;;22,56;;;;5;24
2020-07-16;MYPK3;BRMYPKACNOR7;CASH;;;13,57;;;;26;17300
2020-07-16;MYPK3F;BRMYPKACNOR7;ODD LOT;;;13,57;;;;15;243
2020-07-16;NEOE3;BRNEOEACNOR3;CASH;;;20,53;;;;28;6300
2020-07-16;NEOE3F;BRNEOEACNOR3;ODD LOT;;;20,56;;;;23;440
2020-07-16;NTCO3;BRNTCOACNOR5;CASH;;;40,45;;;;19;6500
2020-07-16;NTCO3F;BRNTCOACNOR5;ODD LOT;;;40,44;;;;12;181
2020-07-16;PCAR3;BRPCARACNOR3;CASH;;;69,64;;;;11;2700
2020-07-16;PCAR3F;BRPCARACNOR3;ODD LOT;;;69,55;;;;2;21
2020-07-16;PETR3;BRPETRACNOR9;CASH;;;23,63;;;;116;213400
2020-07-16;PETR3F;BRPETRACNOR9;ODD LOT;;;23,60;;;;29;461
2020-07-16;PETR4;BRPETRACNPR6;CASH;;;22,74;;;;531;689600
2020-07-16;PETR4F;BRPETRACNPR6;ODD LOT;;;22,75;;;;182;2684
2020-07-16;PRIO3;BRPRIOACNOR1;CASH;;;39,74;;;;66;39500
2020-07-16;PRIO3F;BRPRIOACNOR1;ODD LOT;;;39,75;;;;11;211
2020-07-16;PSSA3;BRPSSAACNOR7;CASH;;;54,67;;;;6;1300
2020-07-16;PSSA3F;BRPSSAACNOR7;ODD LOT;;;54,58;;;;9;106
2020-07-16;QUAL3;BRQUALACNOR6;CASH;;;29,13;;;;42;12900
2020-07-16;QUAL3F;BRQUALACNOR6;ODD LOT;;;29,18;;;;13;240
2020-07-16;RADL3;BRRADLACNOR0;CASH;;;112,02;;;;7;3100
2020-07-16;RADL3F;BRRADLACNOR0;ODD LOT;;;112,07;;;;14;244
2020-07-16;RAIL3;BRRAILACNOR9;CASH;;;22,67;;;;9;3400
2020-07-16;RAIL3F;BRRAILACNOR9;ODD LOT;;;22,65;;;;3;30
2020-07-16;RAPT4;BRRAPTACNPR4;CASH;;;10,92;;;;14;9300
2020-07-16;RAPT4F;BRRAPTACNPR4;ODD LOT;;;10,91;;;;26;445
2020-07-16;RENT3;BRRENTACNOR4;CASH;;;44,55;;;;21;13200
2020-07-16;RENT3F;BRRENTACNOR4;ODD LOT;;;44,49;;;;11;207
2020-07-16;SANB11;BRSANBCDAM13;CASH;;;29,24;;;;14;5300
2020-07-16;SANB11F;BRSANBCDAM13;ODD LOT;;;29,31;;;;5;67
2020-07-16;SAPR11;BRSAPRCDAM13;CASH;;;31,44;;;;66;31800
2020-07-16;SAPR11F;BRSAPRCDAM13;ODD LOT;;;31,51;;;;127;1758
2020-07-16;SBSP3;BRSBSPACNOR5;CASH;;;60,17;;;;33;15700
2020-07-16;SBSP3F;BRSBSPACNOR5;ODD LOT;;;60,06;;;;18;369
2020-07-16;SMLS3;BRSMLSACNOR1;CASH;;;15,47;;;;32;18100
2020-07-16;SMLS3F;BRSMLSACNOR1;ODD LOT;;;15,41;;;;17;445
2020-07-16;SULA11;BRSULACDAM12;CASH;;;46,58;;;;7;2400
2020-07-16;SULA11F;BRSULACDAM12;ODD LOT;;;46,58;;;;9;193
2020-07-16;SUZB3;BRSUZBACNOR0;CASH;;;38,66;;;;48;25500
2020-07-16;SUZB3F;BRSUZBACNOR0;ODD LOT;;;38,67;;;;11;150
2020-07-16;TAEE11;BRTAEECDAM10;CASH;;;28,12;;;;65;11800
2020-07-16;TAEE11F;BRTAEECDAM10;ODD LOT;;;28,13;;;;47;482
2020-07-16;TCSA3;BRTCSAACNOR3;CASH;;;12,18;;;;20;8200
2020-07-16;TCSA3F;BRTCSAACNOR3;ODD LOT;;;12,10;;;;26;534
2020-07-16;TIMP3;BRTIMPACNOR1;CASH;;;15,61;;;;46;15600
2020-07-16;TIMP3F;BRTIMPACNOR1;ODD LOT;;;15,59;;;;33;543
2020-07-16;TOTS3;BRTOTSACNOR8;CASH;;;25,11;;;;37;8500
2020-07-16;TOTS3F;BRTOTSACNOR8;ODD LOT;;;25,10;;;;13;209
2020-07-16;TRPL4;BRTRPLACNPR1;CASH;;;21,09;;;;26;9000
2020-07-16;TRPL4F;BRTRPLACNPR1;ODD LOT;;;21,14;;;;30;529
2020-07-16;UGPA3;BRUGPAACNOR8;CASH;;;19,44;;;;413;155400
2020-07-16;UGPA3F;BRUGPAACNOR8;ODD LOT;;;19,40;;;;179;3371
2020-07-16;USIM5;BRUSIMACNPA6;CASH;;;7,40;;;;132;196500
2020-07-16;USIM5F;BRUSIMACNPA6;ODD LOT;;;7,40;;;;14;319
2020-07-16;VALE3;BRVALEACNOR0;CASH;;;60,05;;;;221;197200
2020-07-16;VALE3F;BRVALEACNOR0;ODD LOT;;;60,06;;;;101;1872
2020-07-16;VIVT4;BRVIVTACNPR7;CASH;;;49,73;;;;31;15000
2020-07-16;VIVT4F;BRVIVTACNPR7;ODD LOT;;;49,77;;;;16;267
2020-07-16;VVAR3;BRVVARACNOR1;CASH;;;19,00;;;;1694;1399500
2020-07-16;VVAR3F;BRVVARACNOR1;ODD LOT;;;18,99;;;;958;19406
2020-07-16;WEGE3;BRWEGEACNOR0;CASH;;;54,53;;;;60;17600
2020-07-16;WEGE3F;BRWEGEACNOR0;ODD LOT;;;54,54;;;;76;897
2020-07-16;YDUQ3;BRYDUQACNOR3;CASH;;;33,95;;;;11;2100
2020-07-16;YDUQ3F;BRYDUQACNOR3;ODD LOT;;;33,98;;;;15;200
